text,classification
"Keeping Charlie's legacy alive. - TeamCDB/BW\n\n""To the Jews who had believed him, Jesus said, “If you hold to my teaching, you are really my disciples. Then you will know the truth, and the truth will set you free.”” - John - John 8:31-32 NIV",0
"@SyndicalistM @MichalAlicia @jxvicaasas @datinnocent_ @Emberflux Yeah, exactly.  She's acting like there's even some Jewish consensus on this, and there's not.  There are tons of anti-Zionist Jews.  Really throws a wrench in her argument, which solely consists of ""you're being anti-Semitic.""",0
"There were no Muslim Palestinians pre-20th. century.  Palestine referred exclusively to the home of the Jews for 2,000 years: \n“My emancipated hope is the restoring of the Jews to their nation home in Palestine” (President Abraham Lincoln to Canadian Zionist Wentworth Monk; 1863. https://t.co/wxf7Ub5K8B",0
"Abu Talibع had heard good news from the people of the Book (the Jews and the Christians). The good news was that a Prophet would appear very soon. So, he took care of his nephew very much. He thought that he would be a Prophet.\n#مدافع_رسالت_سرکار_ابوطالبؑ https://t.co/wa4fgYwaG6",0
"""[E]xtremists who are not representative of the larger African-American community are attacking Jews in the streets of New York, and radicals have turned the civil rights movement on its head by attacking...Israel in the name of Palestinian rights."" https://t.co/GfQFY1bib4",0
"@Chesnutt335 The jews invented everything, apparently",0
"I admit I don’t understand how anyone, let alone a US military officer, would think it amusing that Jews were mass exterminated during the Holocaust. https://t.co/r13tY0tBGl",0
"Disappointed in Jews that support trump. What part of Tikkun Olam comes from supporting this putrid sack of lies, greed and division? Shame.",0
"Esther 9:2-4 The Jews assembled in their cities throughout all the provinces of King Xerxes to kill those who were planning to harm them. No one could stand up against them, because all the people were terrified of them.",0
"hey @jbennet want to run the ""counter-argument"" that black americans are only 3/5 human, or maybe that jews should be in camps? because there are plenty of assholes who would write those op-eds.",0
"I don’t have a clever tweet. I’m just disgusted and offended, and Jews should take note. “After phone calls with Jewish lawmakers, Trump has muttered that Jews “are only in it for themselves” and “stick together” in an ethnic allegiance..” https://t.co/5yH5lBXNzZ",0
@Tim6ixx @TheFinalCall Please put up the paper where the Jews is sawing the Honorable Louis Farrakhan’s head off!,0
It’s notable who wrote this: Trump is bad for America and bad for the Jews https://t.co/zYW7qCcibq,0
"After once demonising Islam, West is now making up by hiring them in numbers where they can target both Jews and Hindus. This would explain why even a Bari Weiss, once considered the 7th most influential Jew in the world, cannot survive in the NYT. https://t.co/kuaZtnJOJL",0
"Brooklyn Bridge is closed in honor of this little dance party\n\nThe men on the bridge are not Hasidic Jews, so this celebration is okay https://t.co/phARx77LSK",0
@thetruthpleaz @MMDView @SkyNewsBreak No by implying that the virus was orchestrated to give money to jews. That is antisemitic.,0
@TrumpWomensTour Jews for Jesus,0
Israel's Bnei Brak a coronavirus hotspot for ultraorthodox Jews | DW Information https://t.co/FfBFluztDp,0
@sweatpants50 @Mysticsky290 Have you read the (despicable) basis of the j*wish belief? How the non-jews are called and how the j*ws are instructed to treat the so-called gentiles? And how come that everything today is controlled by j*ws? How come there is a special word to dismiss every criticism of them?,1
A dozen people were shot this weekend in NYC and de Blasio is spending his time arresting Jews for protesting. https://t.co/kjpJ7SUQfV,0
"Anyway, the point of texts like the protocols of the elders of zion is to claim that capitalism run by a secret cabal of rich Jewish people and if you just get rid of the Jews we can 'go back' to a more 'heroic' time without credit and debt or whatever.",0
"Orang yang dok minta 'bukti' kes 1MDB ni reminds me of surah Al Baqarah in the Quran, when the Jews then asked Allah about what kind of cow to find in order for them to resurrect a dead man and find out who killed him. They could have slaughtered any cow, but they keep deflecting",0
"Teen, 17, joined neo-Nazi group after passing “test” by expressing hatred for Jews and claiming he wanted to provoke a race war.\n\nHe was tested to see if he was a “worthy” recruit for the Feuerkrieg Division (FKD), which was proscribed in July 2020.\nhttps://t.co/kk8kuTvCP8",0
"At least the GOP is honest. They'll let you know they hate Blacks, Latinos, Gays, Jews and Women. Their policies tell you that. \n\nThey know that scared whites will vote R, because of guilt, fear, racial insurance, and spite.\n\nWhat's the far left's excuse?",0
@JoeSilverman7 @Eileen2rte1 @Apple Leave Jews in peace....Canadian Patriot!!!,0
"""A total of 34 percent of respondents in New York believe the Holocaust happened but the number of Jews who died has been greatly exaggerated or believe the Holocaust is a myth and did not happen or are unsure."" https://t.co/oyabetvPhp",0
@jemelehill @TimRunsHisMouth You need to improve your reading comprehension. To compare America's racial discourse to Nazi Germany's treatment and extermination of mass numbers of Jews in disposable.,0
"""Other minorities who are known to spread disease are the Chinese. And, of course, the Jews."" https://t.co/0hpey5altS https://t.co/RyzSSYzjXj",0
"The question is not just ""Can Muslims and Jews be friends?""  Can we be friends that talk about the things which are most important to us? Can we be friends who inspire each other and spur each other on to grow and be better human beings?  Can we talk about tough issues? https://t.co/rZKF9WAvbM",0
Ilhan Omar takes a break from sliming the Jews to share Holocaust Remembrance Day message https://t.co/mTlvMqlj8X via @twitchyteam,0
"If you think cartoons are ""harmless"" free speech, N@zis didn't wake up one day &amp; started putting Jews in c@mps!\nFirst, they spent years of dehumanizing them through cartoons &amp; stereotypes ... don't be naive! 👇 https://t.co/0pn4Vtpnl9",0
@legallybae a more realistic narrative is that most “true” democrats aren’t on the Bernie circus train and Jews are not on it in the same proportions as gentiles. But that’s definitely not something the cult wants to highlight. So instead they selectively highlight the classic “villains”.,0
Young British Jews stage impromptu Black Lives Matters solidarity protest in Hampstead Garden Suburb\nhttps://t.co/Vqc4gfhi7w https://t.co/8kfrt18tB2,0
"@GSAPP_NOW @LucidUnity0 @peacey_queen @davidmweissman @lpky 1. I love it when people attack me over ""no teams"" when they clearly haven't even read my bio line.\n\n2. I stand by my statement that Jews don't traffic in antisemitic tropes that were created by and continue to be used by white supremacists.\n\n3. I seriously doubt you are one.",0
"@edrormba will there be an Israelex 5? and Netanyahu prepare to be the next president? there were quite a lot of lessons in Israelex 1/2/3/4. Hopefully, Israelis moreover Jews learn it carefully.",0
"Nearly 3 years ago 45*’s ‘very fine people’ chanted “Jews will not replace us” in Charlottesville. David Perdue of course said &amp; did nothing. Yesterday, his replacement, John Ossoff, whom is Jewish, was sworn in.\nFollowing in the footsteps of 45*’s bigotry DOESN’T PAY. https://t.co/8oINKOZ6NH",0
@JohnBrennan Perhaps .... could it be .... that those peoples leaders still want to perpetrate unspeakable violence towards the Jews? \n\nAnd ... somehow you think Pres Biden should base his foreign policy on a fictionalized movie? You sure you doing ok?,0
"25 March 1941 | A Dutch Jewish boy,  Alexander van der Stam, was born in Amsterdam. \n\nHe arrived at #Auschwitz on 6 December 1942 in a transport of 811 Jews deported from Westerbork. He and his mother Flora were among the 795 people murdered in gas chambers after selection. https://t.co/iZ6YSJDZca",0
"@AflaqAtallah @HumanitarianPR @oobilly1 @SDGMasterglass @wisermann @Wanheda_I @Amar80241910 @MY_MUSLIM @jilaans @Sarasar22430365 @majidssurgery @asifal19 @Popivker @Askanaziwitzstn @moodyMuslim @NGScott_NZ @PaLi_pRiNCESS27 @corjoy @Son09678400 @bad_bec @Jrod2110 @abdel70791779 @mariamtayob @Davnic3 @laielkha @Tibou33969029 @ManOnAM66899747 @charemeeya @AlBiRumi @sweposten @kockenr @CorkyBottle @TanyaGKasim @maggicarter @AnsrMax @Ebb1 @avnerarik @WitchiestWytch @g_morkert @StephenDarori @sitizen_girl @Harry1724 @unikgirl11 @MJS_007 @ccrc23 Thanks ,true Jews know the #truth",1
Learn about the four largest groups of victims of the #Auschwitz camp thanks to our free online lessons:\n\nJews: https://t.co/saVaEllyil\nPoles: https://t.co/actXXCUbM1\nRoma &amp; Sinti: https://t.co/4oNbsPuWdU\nSoviet POWs: https://t.co/MEMvow16K4 https://t.co/PxzYQC0jS0,0
"What we're not going to do is compare Carano being fired to McCarthyism.\n\nAs a Jewish woman descended from communist Jews &amp; whose grandpa got fired for being a communist because he wouldn't name names?\n\n We're not going to be doing that. Not today, Satan. https://t.co/QKmGigVWN8",0
"""Sending Jews to concentration camps is our internal matter. External forces can be spectators but not participants.""\n\n- Hitler",0
"Quiz Time! Which Companion bought a well in Madinah from the Jews, in order for the Muslims to drink from it freely?",0
"2016: LOCK HER UP\n2017: FUCK YOUR FEELINGS, WE WON\n2018: JEWS WILL NOT REPLACE US\n2019: GIVE ME DIRT ON BIDEN OR WE CUT YOU OFF\n2020: STOP THE STEAL\n2021: please can we have unity?\n\nRepublicans are full of shit.",0
@DanPriceSeattle @JulianCastro Police unions have too much power. Today they’re killing POC with impunity. What next? Gays? Jews? Liberals? Remember that awful Stallone movie?,0
"@hmmhadool So the idea that I/p is the root of violence and instability in the region is just absolutely false and ahistorical, but also if you can’t see the a/s rhetoric in ‘Israel (Jews) are the root of all problems’ then you should educate yourself more on a/s before you speak about it",0
"25 March 1932 | A French Jewish girl, Ida Grynszpan, was born in Paris. \n\nShe arrived at #Auschwitz on 20 August 1942 in a transport of 997 Jews deported from Drancy. She was among the 897 people murdered in a gas chamber after selection. https://t.co/sRay0J0dmm",0
"This is what war crime looks like. Israeli children shaking with fear in a bomb shelter as Palestinian terrorist organizations in Gaza launch missiles to kill Jews in Israel.\nICC should investigate Hamas, not Israel. RT if you agree!\nhttps://t.co/EVAIOsxmPp",0
@Ellieflower12 Just to clarify \nZionism is not Judaism. \nJudaism is a religion not a race. \nMany Jews are not Zionists. \nMost Zionists are not Jews. \nMany Zionists hate Jews. \nOpposition to Israel and Zionism  is NOT anti-Semitism.,0
"@Matsan66 @Jon_Tout @billybragg Hitler devised his Master Race manifesto in #MeinKampf in 1925, written whilst in prison - long before American films were, as you suggest, promulgating Anglo-Saxon supremacy. Likewise I doubt the Vichy regime turned over its Jews to the Nazis because they were watching US films.",0
"1 January 1939 | French Jewish boy Leon Guterman was born in Paris. \n\nHe arrived at #Auschwitz on 20 August 1942 in a transport of 1,000 Jews deported from #Drancy. After selection, he was murdered in a gas chamber. https://t.co/uXELFxwTZe",0
"I continue to be fascinated with how @JoyAnnReid talks about Jews.\n\nWhen it suits her, Jews are just dreary white guys meriting no diversity points (see her and &amp; her ""body language expert"" talk about Bernie's hunched-over posture).\n\nOther times, Jews are an oppressed minority: https://t.co/i1vGeLBdPM",0
